# columns t, x, y, theta, theta_filtered.  origin = (320, 895)
0.000000000000000000e+00,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004399859372887533e+02
1.000000000000000021e-03,-1.040000000000000000e+02,5.600000000000000000e+02,1.005207843138743584e+02,1.004658439036953155e+02
2.000000000000000042e-03,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004897116157563062e+02
3.000000000000000062e-03,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.005102796171749873e+02
4.000000000000000083e-03,-1.050000000000000000e+02,5.600000000000000000e+02,1.006196552761551288e+02,1.005207457979622347e+02
5.000000000000000104e-03,-1.040000000000000000e+02,5.590000000000000000e+02,1.005391837286282311e+02,1.005133230741423915e+02
6.000000000000000125e-03,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004916493716171146e+02
7.000000000000000146e-03,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004677028134500318e+02
8.000000000000000167e-03,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004489519451351782e+02
9.000000000000001055e-03,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004355367506939984e+02
1.000000000000000021e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004265050905533769e+02
1.099999999999999936e-02,-1.020000000000000000e+02,5.570000000000000000e+02,1.003772467202492749e+02,1.004238482527893552e+02
1.200000000000000025e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004292173934047412e+02
1.300000000000000114e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004395979936742691e+02
1.400000000000000029e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004491366721473753e+02
1.499999999999999944e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004532142959391052e+02
1.600000000000000033e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004500746570047767e+02
1.700000000000000122e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004414534901746094e+02
1.800000000000000211e-02,-1.020000000000000000e+02,5.570000000000000000e+02,1.003772467202492749e+02,1.004318210067156087e+02
1.899999999999999953e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004243434345900425e+02
2.000000000000000042e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004194024330336958e+02
2.100000000000000130e-02,-1.020000000000000000e+02,5.580000000000000000e+02,1.003590524880837052e+02,1.004181591274066676e+02
2.199999999999999872e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004214186471197081e+02
2.299999999999999961e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004256077123912121e+02
2.400000000000000050e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004262118043642431e+02
2.500000000000000139e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004238427231341859e+02
2.600000000000000228e-02,-1.020000000000000000e+02,5.580000000000000000e+02,1.003590524880837052e+02,1.004238222412223251e+02
2.699999999999999969e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004296204037647300e+02
2.800000000000000058e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004390064687647026e+02
2.900000000000000147e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004481103406386495e+02
2.999999999999999889e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004554881580551040e+02
3.099999999999999978e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004606044614754694e+02
3.200000000000000067e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004611023530510749e+02
3.300000000000000155e-02,-1.040000000000000000e+02,5.590000000000000000e+02,1.005391837286282311e+02,1.004548820642612270e+02
3.400000000000000244e-02,-1.020000000000000000e+02,5.580000000000000000e+02,1.003590524880837052e+02,1.004460145533590065e+02
3.500000000000000333e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004432794752633527e+02
3.600000000000000422e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004513887456189991e+02
3.699999999999999817e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004683393125528426e+02
3.799999999999999906e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004868019997171729e+02
3.899999999999999994e-02,-1.050000000000000000e+02,5.590000000000000000e+02,1.006382196278696028e+02,1.004955024998479303e+02
4.000000000000000083e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004893042366755225e+02
4.100000000000000172e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004777342694586082e+02
4.200000000000000261e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004748313838042293e+02
4.300000000000000350e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004837075418754608e+02
4.399999999999999745e-02,-1.040000000000000000e+02,5.590000000000000000e+02,1.005391837286282311e+02,1.004943321495010338e+02
4.499999999999999833e-02,-1.040000000000000000e+02,5.580000000000000000e+02,1.005576468809781545e+02,1.004941519962337964e+02
4.599999999999999922e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004813315982800930e+02
4.700000000000000011e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004663114412915803e+02
4.800000000000000100e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004605835499753823e+02
4.900000000000000189e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004674923496980909e+02
5.000000000000000278e-02,-1.040000000000000000e+02,5.600000000000000000e+02,1.005207843138743584e+02,1.004830361488990036e+02
5.100000000000000366e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.005015910423338283e+02
5.200000000000000455e-02,-1.040000000000000000e+02,5.590000000000000000e+02,1.005391837286282311e+02,1.005180580853400443e+02
5.299999999999999850e-02,-1.040000000000000000e+02,5.590000000000000000e+02,1.005391837286282311e+02,1.005267370324943528e+02
5.399999999999999939e-02,-1.040000000000000000e+02,5.590000000000000000e+02,1.005391837286282311e+02,1.005236063797244839e+02
5.500000000000000028e-02,-1.040000000000000000e+02,5.590000000000000000e+02,1.005391837286282311e+02,1.005107303602777478e+02
5.600000000000000117e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004966958613560024e+02
5.700000000000000205e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004897272053578803e+02
5.800000000000000294e-02,-1.040000000000000000e+02,5.590000000000000000e+02,1.005391837286282311e+02,1.004896265510786435e+02
5.900000000000000383e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004897433690901778e+02
5.999999999999999778e-02,-1.040000000000000000e+02,5.590000000000000000e+02,1.005391837286282311e+02,1.004847327193678979e+02
6.099999999999999867e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004745583343834738e+02
6.199999999999999956e-02,-1.030000000000000000e+02,5.590000000000000000e+02,1.004400840921587275e+02,1.004639596250886626e+02
6.300000000000000044e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004575211329424036e+02
6.400000000000000133e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004554947723015630e+02
6.500000000000000222e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004554238533639676e+02
6.600000000000000311e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004552018651413618e+02
6.700000000000000400e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004541100380777010e+02
6.800000000000000488e-02,-1.030000000000000000e+02,5.580000000000000000e+02,1.004583814498986953e+02,1.004530833382820276e+02
